time,value,unit
2018-05-15 06:29:00 +0000,77.87331193,deg F
2018-05-15 06:30:00 +0000,71.00105156,deg F
2018-05-15 06:31:00 +0000,72.84572363,deg F
2018-05-15 06:32:00 +0000,71.00105156,deg F
2018-05-15 06:33:00 +0000,77.92798342,deg F
2018-05-15 06:34:00 +0000,76.08331135,deg F
2018-05-15 06:35:00 +0000,67.98934206,deg F
2018-05-15 06:36:00 +0000,76.17606795,deg F
2018-05-15 06:37:00 +0000,71.20806352,deg F
2018-05-15 06:38:00 +0000,77.90734223,deg F
2018-05-15 06:39:00 +0000,81.36989077,deg F
2018-05-15 06:40:00 +0000,72.6942543,deg F
2018-05-15 06:41:00 +0000,66.03437696,deg F
2018-05-15 06:42:00 +0000,77.81144818,deg F
2018-05-15 06:43:00 +0000,77.88670103,deg F
2018-05-15 06:44:00 +0000,64.79270492,deg F
2018-05-15 06:45:00 +0000,72.825455,deg F
2018-05-15 06:46:00 +0000,72.48690691,deg F
2018-05-15 06:47:00 +0000,61.6157517,deg F
2018-05-15 06:48:00 +0000,79.59641673,deg F
2018-05-15 06:49:00 +0000,77.77020461,deg F
2018-05-15 06:50:00 +0000,66.18740818,deg F
2018-05-15 06:51:00 +0000,69.49677859,deg F
2018-05-15 06:52:00 +0000,79.57531575,deg F
2018-05-15 06:53:00 +0000,81.30521391,deg F
2018-05-15 06:54:00 +0000,70.90701848,deg F
2018-05-15 06:55:00 +0000,69.36556156,deg F
2018-05-15 06:56:00 +0000,69.5159476,deg F
2018-05-15 06:57:00 +0000,67.89929766,deg F
2018-05-15 06:58:00 +0000,72.72995246,deg F
2018-05-15 06:59:00 +0000,75.96239479,deg F
2018-05-15 07:00:00 +0000,83.02866408,deg F
2018-05-15 07:01:00 +0000,76.07515441,deg F
2018-05-15 07:02:00 +0000,76.09254848,deg F
2018-05-15 07:03:00 +0000,72.748234,deg F
2018-05-15 07:04:00 +0000,72.4100449,deg F
2018-05-15 07:05:00 +0000,71.09486505,deg F
2018-05-15 07:06:00 +0000,68.87784758,deg F
2018-05-15 07:07:00 +0000,70.62519965,deg F
2018-05-15 07:08:00 +0000,67.619872,deg F
2018-05-15 07:09:00 +0000,64.59739322,deg F
2018-05-15 07:10:00 +0000,69.3103688,deg F
2018-05-15 07:11:00 +0000,72.5593975,deg F
2018-05-15 07:12:00 +0000,79.43225969,deg F
2018-05-15 07:13:00 +0000,70.60645306,deg F
2018-05-15 07:14:00 +0000,71.05713255,deg F
2018-05-15 07:15:00 +0000,58.5727769,deg F
2018-05-15 07:16:00 +0000,64.5802412,deg F
2018-05-15 07:17:00 +0000,69.38621264,deg F
2018-05-15 07:18:00 +0000,66.08210727,deg F
2018-05-15 07:19:00 +0000,66.17716731,deg F
2018-05-15 07:20:00 +0000,62.94901281,deg F
